replication,success_rate,completed,cancelled,failures,resource_utilization,requested_jobs,completed_jobs,assumed_jobs,waiting_jobs,working_jobs,wait_aircraft_hours,work_aircraft_hours,wait_resource_aircraft_hours,wait_shift_aircraft_hours,daily_assumed_ready_aircraft
46,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,4.943853992798708,9.0,4.943853992798708,0.0,36
47,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
48,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
49,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
50,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
51,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.053647463972865,9.0,4.053647463972865,0.0,36
52,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.460160499266202,9.0,4.460160499266202,0.0,36
53,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
54,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
55,0.8888888888888888,7,0,2,0.125,18,18,0,0,0,3.8333689397588824,9.0,3.8333689397588824,0.0,36
56,0.8888888888888888,7,0,2,0.125,18,18,0,0,0,3.661486755451932,9.0,3.661486755451932,0.0,36
57,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
58,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,5.449527005569642,9.0,5.449527005569642,0.0,36
59,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
60,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
61,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
62,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
63,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
64,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
65,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
66,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
67,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
68,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
69,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
70,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.325249047068823,9.0,4.325249047068823,0.0,36
71,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,5.579513107937217,9.0,5.579513107937217,0.0,36
72,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,5.454671591078929,9.0,5.454671591078929,0.0,36
73,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
74,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
75,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
76,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
77,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
78,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
79,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
80,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.7296556822058964,9.0,3.7296556822058964,0.0,36
81,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
82,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.1906930248437035,9.0,4.1906930248437035,0.0,36
83,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
84,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.944132392552156,9.0,3.944132392552156,0.0,36
85,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.245581108409951,9.0,4.245581108409951,0.0,36
86,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
87,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
88,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
89,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
90,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
91,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
92,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
93,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
94,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
95,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
96,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
97,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
98,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
99,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
100,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
101,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.278428578805389,9.0,4.278428578805389,0.0,36
102,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
103,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
104,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
105,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
106,0.8888888888888888,8,0,2,0.12499999999999997,18,18,0,0,0,4.0,8.999999999999998,4.0,0.0,36
107,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
108,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
109,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
110,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
111,1.0,7,0,2,0.11805555555555555,17,17,0,0,0,3.5,8.5,3.5,0.0,36
112,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
113,1.0,8,0,1,0.125,18,18,0,0,0,4.46376789332367,9.0,4.46376789332367,0.0,36
114,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.462132479575303,9.0,4.462132479575303,0.0,36
115,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
116,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
117,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.226986624905052,9.0,4.226986624905052,0.0,36
118,0.8888888888888888,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
119,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,5.041811372974308,9.0,5.041811372974308,0.0,36
120,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
121,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
122,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
123,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
124,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.970397389856892,9.0,4.970397389856892,0.0,36
125,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
126,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
127,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
128,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
129,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
130,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
131,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
132,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
133,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
134,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
135,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
136,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
137,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
138,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
139,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
140,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.014343260240608,9.0,4.014343260240608,0.0,36
141,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
142,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
143,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.201250158380169,9.0,4.201250158380169,0.0,36
144,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
145,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
146,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
147,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
148,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
149,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.245784080354994,9.0,4.245784080354994,0.0,36
150,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
151,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
152,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
153,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.042393231367953,9.0,4.042393231367953,0.0,36
154,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
155,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
156,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
157,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
158,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
159,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
160,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
161,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
162,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
163,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
164,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.967824338094161,9.0,3.967824338094161,0.0,36
165,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
166,0.7777777777777778,6,0,3,0.1250000000000001,18,18,0,0,0,3.0,9.000000000000007,3.0,0.0,36
167,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.343214314961925,9.0,4.343214314961925,0.0,36
168,0.7777777777777778,7,0,2,0.12500000000000003,18,18,0,0,0,3.5,9.000000000000002,3.5,0.0,36
169,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
170,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
171,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.72577000540079,9.0,4.72577000540079,0.0,36
172,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
173,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
174,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
175,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
176,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.212915481123076,9.0,4.212915481123076,0.0,36
177,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
178,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
179,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
180,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.575637767408864,9.0,4.575637767408864,0.0,36
181,1.0,8,0,1,0.125,18,18,0,0,0,4.4512117854070965,9.0,4.4512117854070965,0.0,36
182,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
183,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
184,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
185,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
186,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
187,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
188,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
189,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
190,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
191,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
192,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
193,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
194,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.296251604120428,9.0,4.296251604120428,0.0,36
195,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
196,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
197,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
198,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
199,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
200,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
201,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
202,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
203,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
204,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
205,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
206,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.099117876395155,9.0,4.099117876395155,0.0,36
207,0.8888888888888888,7,0,2,0.12499999999999997,18,18,0,0,0,4.899105088428758,8.999999999999998,4.899105088428758,0.0,36
208,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
209,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
210,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
211,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
212,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
213,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
214,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,4.104522830816116,9.0,4.104522830816116,0.0,36
215,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
216,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
217,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
218,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
219,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
220,1.0,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
221,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
222,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
223,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
224,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
225,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
226,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.561136550106941,9.0,4.561136550106941,0.0,36
227,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
228,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
229,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
230,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
231,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.721038502216686,9.0,4.721038502216686,0.0,36
232,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
233,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
234,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
235,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
236,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
237,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
238,1.0,8,0,2,0.125,18,18,0,0,0,4.465109608726124,9.0,4.465109608726124,0.0,36
239,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
240,0.7777777777777778,6,0,3,0.11805555555555555,17,17,0,0,0,3.2227882898929963,8.5,3.2227882898929963,0.0,36
241,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
242,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
243,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
244,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
245,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
246,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
247,1.0,8,0,1,0.125,18,18,0,0,0,4.018618448065652,9.0,4.018618448065652,0.0,36
248,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
249,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
250,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
251,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
252,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
253,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
254,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
255,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
256,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
257,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
258,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
259,0.8888888888888888,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
260,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
261,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
262,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.153896919545254,9.0,4.153896919545254,0.0,36
263,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
264,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,4.49503792522399,9.0,4.49503792522399,0.0,36
265,1.0,8,0,1,0.125,18,18,0,0,0,4.134774919062622,9.0,4.134774919062622,0.0,36
266,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.9439855304729505,9.0,3.9439855304729505,0.0,36
267,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
268,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
269,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
270,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
271,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
272,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
273,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
274,1.0,8,0,1,0.125,18,18,0,0,0,4.408331089323276,9.0,4.408331089323276,0.0,36
275,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
276,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
277,0.7777777777777778,6,0,3,0.125,18,18,0,0,0,3.4670635207689564,9.0,3.4670635207689564,0.0,36
278,1.0,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
279,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
280,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
281,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
282,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
283,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,5.7617289687614175,9.0,5.7617289687614175,0.0,36
284,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
285,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
286,1.0,9,0,0,0.125,18,18,0,0,0,4.5,9.0,4.5,0.0,36
287,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
288,0.8888888888888888,8,0,1,0.125,18,18,0,0,0,4.0,9.0,4.0,0.0,36
289,0.7777777777777778,7,0,2,0.125,18,18,0,0,0,3.5,9.0,3.5,0.0,36
