id,type,start,end,quantity,minimum,priority,relief_hours,tolerance_hours,demand_hours,supplied_hours,gap_hours,minimum_rate,qualified_rate,below_hours,longest_below_hours
FLEET/DAILY/DUTY/15,DUTY,344.0,352.0,15,13,2,0.5,0.25,120.0,118.33033736860736,1.6696626313926322,0.986023517798097,0.97,0.11181185761522329,0.11181185761522329
FLEET/DAILY/PEAK/45,PEAK,346.0,350.0,4,3,1,0.5,0.25,16.0,13.83492347779528,2.16507652220472,0.8481372874962002,0.84,0.6074508500151989,0.6074508500151989
FLEET/DAILY/DUTY/16,DUTY,368.0,376.0,15,13,2,0.5,0.25,120.0,117.86485090557957,2.1351490944204268,0.9701633708591093,0.95,0.2386930331271253,0.2386930331271253
FLEET/DAILY/PEAK/46,PEAK,370.0,374.0,4,3,1,0.5,0.25,16.0,13.704153632354371,2.2958463676456287,0.8531047079450812,0.85,0.5875811682196752,0.5875811682196752
FLEET/DAILY/DUTY/17,DUTY,392.0,400.0,15,13,2,0.5,0.25,120.0,117.57684620067454,2.423153799325474,0.9521439194895137,0.95,0.3828486440838907,0.3828486440838907
FLEET/DAILY/PEAK/47,PEAK,394.0,398.0,4,3,1,0.5,0.25,16.0,13.484965270697707,2.5150347293022937,0.8407926280885855,0.81,0.6368294876456582,0.6368294876456582
FLEET/DAILY/DUTY/18,DUTY,416.0,424.0,15,13,2,0.5,0.25,120.0,117.85696027173242,2.1430397282675977,0.9646096831701658,0.94,0.2831225346386742,0.26646098773301957
FLEET/DAILY/PEAK/48,PEAK,418.0,422.0,4,3,1,0.5,0.25,16.0,13.787871272923383,2.212128727076616,0.8455047829296812,0.83,0.6179808682812751,0.6179808682812751
FLEET/DAILY/DUTY/19,DUTY,440.0,448.0,15,13,2,0.5,0.25,120.0,118.20058101873357,1.7994189812664212,0.9820016669652385,0.96,0.1439866642780919,0.1439866642780919
FLEET/DAILY/PEAK/49,PEAK,442.0,446.0,4,3,1,0.5,0.25,16.0,13.92029897986916,2.0797010201308397,0.8751561178825353,0.87,0.4993755284698585,0.4993755284698585
FLEET/DAILY/DUTY/20,DUTY,464.0,472.0,15,13,2,0.5,0.25,120.0,118.6086313998613,1.3913686001386991,0.9880532939421721,0.98,0.09557364846262374,0.09557364846262374
FLEET/DAILY/PEAK/50,PEAK,466.0,470.0,4,3,1,0.5,0.25,16.0,13.413321869105047,2.586678130894951,0.82,0.82,0.72,0.72
FLEET/DAILY/DUTY/21,DUTY,488.0,496.0,15,13,2,0.5,0.25,120.0,117.92141610274712,2.0785838972528734,0.9833016435548523,0.95,0.1335868515611827,0.1335868515611827
FLEET/DAILY/PEAK/51,PEAK,490.0,494.0,4,3,1,0.5,0.25,16.0,12.859059776767925,3.140940223232075,0.7862712698148693,0.76,0.854914920740523,0.854914920740523
FLEET/DAILY/DUTY/22,DUTY,512.0,520.0,15,13,2,0.5,0.25,120.0,118.02964581332193,1.9703541866780734,0.9907162392137923,0.96,0.07427008628966178,0.0730333559241808
FLEET/DAILY/PEAK/52,PEAK,514.0,518.0,4,3,1,0.5,0.25,16.0,12.962046887494921,3.0379531125050767,0.77,0.77,0.92,0.92
FLEET/DAILY/DUTY/23,DUTY,536.0,544.0,15,13,2,0.5,0.25,120.0,117.3879506756153,2.612049324384693,0.9620720013932553,0.93,0.3034239888539571,0.3034239888539571
FLEET/DAILY/PEAK/53,PEAK,538.0,542.0,4,3,1,0.5,0.25,16.0,12.474772641957056,3.5252273580429447,0.7536227887807365,0.73,0.9855088448770539,0.9855088448770539
FLEET/DAILY/DUTY/24,DUTY,560.0,568.0,15,13,2,0.5,0.25,120.0,116.98113522375303,3.018864776246968,0.9475321828399076,0.93,0.41974253728073907,0.41974253728073907
FLEET/DAILY/PEAK/54,PEAK,562.0,566.0,4,3,1,0.5,0.25,16.0,12.315681003926668,3.684318996073332,0.7398401758910128,0.72,1.0406392964359485,1.0406392964359485
FLEET/DAILY/DUTY/25,DUTY,584.0,592.0,15,13,2,0.5,0.25,120.0,116.94543683820056,3.054563161799448,0.9584801025316512,0.93,0.3321591797467909,0.31179180845698967
FLEET/DAILY/PEAK/55,PEAK,586.0,590.0,4,3,1,0.5,0.25,16.0,12.281777100182353,3.7182228998176456,0.7495549245359225,0.74,1.0017803018563098,1.0017803018563098
FLEET/DAILY/DUTY/26,DUTY,608.0,616.0,15,13,2,0.5,0.25,120.0,116.73039171934637,3.2696082806536118,0.9340946166163633,0.9,0.5272430670690937,0.48224306706909376
FLEET/DAILY/PEAK/56,PEAK,610.0,614.0,4,3,1,0.5,0.25,16.0,12.347837643965896,3.6521623560341028,0.7487087506039671,0.73,1.0051649975841315,1.0051649975841315
FLEET/DAILY/DUTY/27,DUTY,632.0,640.0,15,13,2,0.5,0.25,120.0,116.38359371928159,3.6164062807183974,0.9129803966824851,0.9,0.6961568265401195,0.6961568265401195
FLEET/DAILY/PEAK/57,PEAK,634.0,638.0,4,3,1,0.5,0.25,16.0,12.342346987627423,3.6576530123725775,0.7591125715238789,0.73,0.9635497139044844,0.9635497139044844
FLEET/DAILY/DUTY/28,DUTY,656.0,664.0,15,13,2,0.5,0.25,120.0,116.46864584879772,3.5313541512022835,0.9363041322621339,0.91,0.5095669419029286,0.46456694190292863
FLEET/DAILY/PEAK/58,PEAK,658.0,662.0,4,3,1,0.5,0.25,16.0,12.41936139445224,3.5806386055477595,0.7588959207489142,0.75,0.964416317004343,0.964416317004343
FLEET/DAILY/DUTY/29,DUTY,680.0,688.0,15,13,2,0.5,0.25,120.0,116.55183504067914,3.4481649593208634,0.9459575393824607,0.93,0.4323396849403139,0.42932213903293925
FLEET/DAILY/PEAK/59,PEAK,682.0,686.0,4,3,1,0.5,0.25,16.0,12.368624618045157,3.631375381954842,0.7605269290528335,0.75,0.957892283788666,0.957892283788666
FLEET/DAILY/DUTY/30,DUTY,704.0,712.0,15,13,2,0.5,0.25,120.0,116.31199906743782,3.6880009325621894,0.9367325571970174,0.89,0.5061395424238606,0.5061395424238606
FLEET/DAILY/PEAK/60,PEAK,706.0,710.0,4,3,1,0.5,0.25,16.0,12.801871191003306,3.198128808996696,0.7675546734113385,0.76,0.929781306354646,0.9241405305325077
