replication,availability,failures,effective_supply_aircraft_hours,fulfillment,requested,started,completed,aborted,cancelled,aircraft_sorties,completed_aircraft_sorties,preparation_aircraft_hours,ready_aircraft_hours,all_completed,out_aircraft_hours,on_station_aircraft_hours,return_aircraft_hours,abort_return_aircraft_hours,successful,requested_aircraft_sorties,successful_aircraft_sorties,started_rate,success_rate,completion_rate,all_successful
14,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
15,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
16,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
17,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
18,0.9974497462171811,1,52.716076382576006,0.9762236367143705,9,9,8,1,0,18,16,15.0,185.0494505279721,0,9.0,35.716076382576006,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
19,0.9942936942372457,1,50.23686791271935,0.930312368754062,9,9,8,1,0,18,16,15.0,186.6197160276074,0,9.0,33.23686791271935,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
20,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
21,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
22,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
23,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
24,0.9801424623137837,2,42.53662220498083,0.7877152260181636,9,8,6,2,1,16,12,14.0,190.99409845403318,0,8.0,28.03723917969222,8.0,1.5006169747113915,7,18,14,0.8888888888888888,0.7777777777777778,0.6666666666666666,0
25,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
26,0.9818616955632334,2,45.37034540751607,0.840191581620668,9,9,7,2,0,18,14,15.0,187.7274550221129,0,8.356735785164432,30.013609622351638,8.356735785164432,1.3567357851644317,7,18,14,1.0,0.7777777777777778,0.7777777777777778,0
27,0.9945332778603263,1,51.156043690522125,0.9473341424170764,9,9,8,1,0,18,16,15.0,185.76954033325183,0,9.0,34.156043690522125,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
28,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
29,0.9975997430477845,1,53.92500341858319,0.9986111744182072,9,9,8,1,0,18,16,15.0,184.34622428847032,0,9.0,36.0,9.0,0.07499658141681209,9,18,18,1.0,1.0,0.8888888888888888,1
30,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
31,0.988527202555287,1,53.311977749963646,0.987258847221549,9,9,8,1,0,18,16,15.0,182.03984546094085,0,9.0,36.0,9.0,0.6880222500363544,9,18,18,1.0,1.0,0.8888888888888888,1
32,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
33,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
34,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
35,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
36,0.9761818624073122,1,50.78610063162126,0.9404833450300233,9,9,8,1,0,18,16,15.0,180.85427574168463,0,9.0,33.78610063162126,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
37,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
38,0.9940405488553377,1,49.44395284194013,0.9156287563322246,9,9,8,1,0,18,16,15.0,187.33972522839713,0,9.0,32.44395284194013,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
39,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
40,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
41,0.9911368559320783,1,51.19082887582904,0.9479783125153526,9,9,8,1,0,18,16,15.0,184.75658563260947,0,9.0,34.19082887582904,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
42,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
43,0.9970351232877235,1,50.983670616508306,0.9441420484538575,9,9,8,1,0,18,16,15.0,186.66244489035608,0,9.0,33.983670616508306,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
44,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
45,0.9840946830260103,2,49.195070487506385,0.9110198238427109,9,9,8,1,0,18,16,15.0,184.72419822398462,0,9.0,32.195070487506385,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
46,0.996610485733848,1,52.63244706841698,0.9746749457114255,9,9,8,1,0,18,16,15.0,184.89137282293126,0,9.0,35.63244706841698,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
47,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
48,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
49,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
50,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
51,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
52,0.9981255572891187,1,52.870616691075796,0.9790854942791815,9,9,8,1,0,18,16,15.0,185.0895438081904,0,9.0,35.870616691075796,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
53,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
54,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
55,0.9925113083512742,2,49.354291105134266,0.9139683537987827,9,9,7,2,0,18,14,15.0,186.7829310366474,0,9.0,32.76636043190494,9.0,1.412069326770677,8,18,16,1.0,0.8888888888888888,0.7777777777777778,0
56,0.9970884956786527,1,49.93560447726979,0.9247334162457369,9,9,8,1,0,18,16,15.0,187.72588227818216,0,9.0,32.93560447726979,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
57,0.9939028928525335,1,49.59067948659499,0.9183459164184258,9,9,8,1,0,18,16,15.0,187.15335365493468,0,9.0,32.59067948659499,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
58,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
59,0.9964983682599902,1,49.29091234970147,0.9127946731426199,9,9,8,1,0,18,16,15.0,188.20061770917567,0,9.0,32.29091234970147,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
60,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
61,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
62,0.997222188454252,1,48.11811836978151,0.891076266107065,9,9,8,1,0,18,16,15.0,190.0228127201523,0,8.118118369781513,32.0,8.118118369781513,0.11811836978151291,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
63,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
64,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
65,0.9970099195986659,1,48.538114554365904,0.8988539732289982,9,9,8,1,0,18,16,15.0,189.33168501286693,0,8.538114554365904,32.0,8.538114554365904,0.5381145543659045,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
66,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
67,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
68,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
69,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
70,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
71,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
72,0.9917819001372088,3,37.800747083583275,0.7000138348811717,9,9,6,3,0,18,12,15.0,197.97426485662416,0,7.716350598617286,24.084396484965993,7.716350598617286,1.7163505986172858,6,18,12,1.0,0.6666666666666666,0.6666666666666666,0
73,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
74,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
75,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
76,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
77,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
78,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
79,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
80,0.9847419047655186,2,47.34322587749452,0.8767264051387874,9,9,7,2,0,18,14,15.0,186.26244269497488,0,9.0,31.343225877494522,9.0,2.0,7,18,14,1.0,0.7777777777777778,0.7777777777777778,0
81,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
82,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
83,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
84,0.9774328504453297,3,48.54140993650135,0.8989149988240991,9,9,6,3,0,18,12,15.0,182.85749898820563,0,9.0,32.74491394359727,9.0,2.2035040070959155,7,18,14,1.0,0.7777777777777778,0.6666666666666666,0
85,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
86,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
87,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
88,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
89,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
90,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
91,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
92,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
93,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
94,0.9947623944289194,1,52.79522074449369,0.9776892730461795,9,9,8,1,0,18,16,15.0,184.1963488510351,0,9.0,35.79522074449369,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
95,0.9912446502511381,1,53.3026460405072,0.9870860377871703,9,9,8,1,0,18,16,15.0,182.82713625207413,0,9.0,36.0,9.0,0.6973539594928049,9,18,18,1.0,1.0,0.8888888888888888,1
96,0.9971076395087439,1,53.732550635047815,0.9950472339823669,9,9,8,1,0,18,16,15.0,184.30072486099434,0,9.0,36.0,9.0,0.26744936495218496,9,18,18,1.0,1.0,0.8888888888888888,1
97,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
98,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
99,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
100,0.9959324463673043,1,50.224853473369876,0.9300898791364792,9,9,8,1,0,18,16,15.0,187.10369108041374,0,9.0,33.224853473369876,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
101,0.9974945436764077,1,52.0739646948776,0.9643326795347704,9,9,8,1,0,18,16,15.0,185.7044638839278,0,9.0,35.0739646948776,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
102,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
103,0.9905932721156253,1,49.14789279617267,0.9101461628920865,9,9,8,1,0,18,16,15.0,186.64296957312743,0,9.0,32.14789279617267,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
104,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
105,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
106,0.9864113494864123,2,52.82687296322369,0.9782754252448832,9,9,8,1,0,18,16,14.999999999999998,181.95700038294314,0,9.0,35.82687296322369,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
107,0.9952153569570403,1,51.17772979955154,0.9477357370287323,9,9,8,1,0,18,16,15.0,185.94429300407606,0,9.0,34.17772979955154,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
108,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
109,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
110,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
111,0.9952311227753489,1,49.3079528263835,0.9131102375256204,9,9,8,1,0,18,16,15.0,187.81861053291698,0,9.0,32.3079528263835,8.999999999999986,0.9999999999999858,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
112,0.9901002988466977,1,52.379660832569705,0.9699937191216612,9,9,8,1,0,18,16,15.0,183.26922523527924,0,9.0,35.379660832569705,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
113,0.9993331140710251,1,53.68833791826316,0.9942284799678363,9,9,8,1,0,18,16,15.0,184.96376789332368,0,9.0,36.0,9.0,0.3116620817368414,9,18,18,1.0,1.0,0.8888888888888888,1
114,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
115,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
116,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
117,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
118,0.9930396056160693,2,48.679470822923406,0.901471681905989,9,9,7,2,0,18,14,15.0,187.49225385961404,0,9.0,32.32683429270449,9.0,1.6473634697810837,8,18,16,1.0,0.8888888888888888,0.7777777777777778,0
119,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
120,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
121,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
122,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
123,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
124,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
125,0.9900804165680657,1,53.10564523511658,0.9834378747243812,9,9,8,1,0,18,16,15.0,182.5903373540446,0,9.0,36.0,9.0,0.8943547648834169,9,18,18,1.0,1.0,0.8888888888888888,1
126,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
127,0.9919874025262545,1,48.024755670323174,0.889347327228207,9,9,8,1,0,18,16,15.0,188.65523842207654,0,8.024755670323174,32.0,8.024755670323174,0.024755670323173717,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
128,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
129,0.9959561138621713,1,49.180907662764085,0.9107575493104461,9,9,8,1,0,18,16,15.0,188.15445312954125,0,9.0,32.180907662764085,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
130,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
131,0.9943550613648853,1,50.61745168784758,0.9373602164416218,9,9,8,1,0,18,16,15.0,186.25680598523937,0,9.0,33.61745168784758,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
132,0.9947806923605166,1,50.56024199016062,0.9363007775955671,9,9,8,1,0,18,16,15.0,186.4365974096682,0,9.0,33.56024199016062,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
133,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
134,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
135,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
136,0.9937875032186145,1,52.819105831413964,0.978131589470629,9,9,8,1,0,18,16,15.0,183.89169509554702,0,9.0,35.819105831413964,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
137,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
138,0.9929885288844306,1,49.76809868290303,0.9216314570907969,9,9,8,1,0,18,16,15.0,186.71259763581295,0,9.0,32.76809868290303,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
139,0.9959625439055068,1,50.78267758113154,0.9404199552061395,9,9,8,1,0,18,16,15.0,186.55453506365438,0,9.0,33.78267758113154,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
140,0.9965775807647242,1,49.84685679427399,0.9230899406347035,9,9,8,1,0,18,16,15.0,187.66748646596662,0,9.0,32.84685679427399,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
141,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
142,0.991589885873067,1,49.55459490260692,0.9176776833816097,9,9,8,1,0,18,16,15.0,186.52329222883634,0,9.0,32.55459490260692,9.000000000000014,1.0000000000000142,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
143,0.9972265630499311,1,50.49814040283905,0.9351507482007231,9,9,8,1,0,18,16,15.0,187.2031097555411,0,9.0,33.49814040283905,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
144,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
145,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
146,0.9964635886642115,1,52.73988367981357,0.9766645125891402,9,9,8,1,0,18,16,15.0,184.7416298554793,0,9.0,35.73988367981357,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
147,0.9906340000042524,1,52.15486040409841,0.9658307482240446,9,9,8,1,0,18,16,15.0,183.6477315971263,0,9.0,35.15486040409841,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
148,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
149,0.9880857806030043,1,49.909779001706966,0.9242551666982771,9,9,8,1,0,18,16,15.0,185.15892581195828,0,9.0,32.909779001706966,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
150,0.992491635620035,1,50.21645226958802,0.929934301288667,9,9,8,1,0,18,16,15.0,186.12113878898202,0,9.0,33.21645226958802,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
151,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
152,0.9946352264329268,1,52.23236602837147,0.9672660375624347,9,9,8,1,0,18,16,15.0,184.72257918431146,0,9.0,35.23236602837147,9.0,1.0,8,18,16,1.0,0.8888888888888888,0.8888888888888888,0
153,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
154,1.0,0,54.0,1.0,9,9,9,0,0,18,18,15.0,185.0,1,9.0,36.0,9.0,0.0,9,18,18,1.0,1.0,1.0,1
